StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,R
2022-09-26 09:22:10,2022-09-26 09:32:00,IP Address,100,589,True,2022-09-26 09:32:00,R_z9hCQpbDWrpWAiR,anonymous,PT,0.4000000059604645,I agree to participate in the research,A,0,5,0,5,6,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,10,No difference,Yes,Consider it a gift and not pay for the coupon.,No difference,5,10,10,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",3,More than 102 €,Less than today,I do not know,They collapse,Moderately serious,Male,24,Less than 5500 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-19 10:02:08,2022-09-19 10:03:35,IP Address,3,87,False,2022-09-26 10:03:44,R_2dA8XeY8RLQQD9H,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 10:06:12,2022-09-19 10:14:12,IP Address,67,480,False,2022-09-26 10:14:14,R_1pDVsltjCKN6d84,anonymous,PT,1,I agree to participate in the research,"No difference ",4,5,8,10,2,2,"Strongly agree
1","Strongly agree
1",Yes,4,5,8,10,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",No difference,4,5,8,10,Yes,2,"Strongly disagree

5
","Strongly agree

1
",No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",2,,,,,,,,,,,,,r
2022-09-19 10:30:48,2022-09-19 10:45:18,IP Address,67,870,False,2022-09-26 10:45:22,R_2WAyft0OnE3ImIa,anonymous,PT,1,I agree to participate in the research,"No difference ",5,10,10,20,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,10,10,20,No difference,No,Consider it a gift and not pay for the coupon.,A,5,5,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,No,Consider it a gift and not pay for the coupon.,2,,,,,,,,,,,,,r
2022-09-19 10:47:32,2022-09-19 10:48:11,IP Address,11,39,False,2022-09-26 10:48:12,R_1jfCEM83TzC1I4C,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,No difference,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 10:48:46,2022-09-19 10:48:58,IP Address,8,12,False,2022-09-26 10:49:00,R_3F2o29cwpamafCi,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26 10:40:58,2022-09-26 10:55:24,IP Address,100,865,True,2022-09-26 10:55:24,R_2QsKRxP62Z2vKEq,anonymous,PT,1,I agree to participate in the research,A,5,5,5,5,2,3,"Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,5,A,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,Yes,"Strongly disagree

5
",3,3,B,No,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,I do not know,I do not know,Absolutely serious,Female,19,Prefer not to answer,14,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-19 10:56:41,2022-09-19 10:59:29,IP Address,25,168,False,2022-09-26 10:59:33,R_3qOwoiyvYZuNJgF,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,10,2,"Strongly agree
1","Strongly disagree
5",3,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 11:50:25,2022-09-19 11:55:45,IP Address,44,320,False,2022-09-26 11:55:46,R_3Hu0aQCLBBIdp54,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,0,10,15,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,10,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",,,,,,,,,,B,Yes,,,,,,,,,,,,,,,r
2022-09-19 12:47:03,2022-09-19 12:48:33,IP Address,11,89,False,2022-09-26 12:48:36,R_06fboYPsMLjmHOp,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 12:49:10,2022-09-19 12:56:56,IP Address,58,465,False,2022-09-26 12:57:00,R_3qDOYv2RC7sur1G,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,15,15,15,15,3,,,,,5,10,10,20,No difference,Yes,Consider it a gift and not pay for the coupon.,B,5,5,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
",4,B,No,Consider it a gift and not pay for the coupon.,1.2,,,,,,,,,,,,,r
2022-09-19 12:55:57,2022-09-19 12:57:11,IP Address,14,73,False,2022-09-26 12:57:15,R_2aCWpLpfOtYJNqB,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,No,,,,,,,,,,,,,,,r
2022-09-19 14:05:11,2022-09-19 14:05:42,IP Address,8,30,False,2022-09-26 14:05:45,R_1KuJGf3r1NOeiUo,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19 15:01:08,2022-09-19 15:08:35,IP Address,81,446,False,2022-09-26 15:08:42,R_29gAnAgNWgbjzIc,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,5,5,5,3,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,5,A,Yes,Consider it a gift and not pay for the coupon.,No difference,5,5,5,5,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,Yes,Consider it a gift and not pay for the coupon.,3,More than 102 €,Less than today,False,They collapse,Very serious,,,,,,,,r
2022-09-19 15:06:31,2022-09-19 15:09:19,IP Address,19,168,False,2022-09-26 15:09:23,R_3L4QmiwlBN53hDl,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,10,0,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 15:45:48,2022-09-19 15:47:25,IP Address,19,97,False,2022-09-26 15:47:27,R_3oRTvJD2fCRwRGW,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,5,5,5,10,A,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-19 15:45:31,2022-09-19 15:58:42,IP Address,78,790,False,2022-09-26 15:58:45,R_1LBEqXFgtAPio8A,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,10,0,15,5,3,3,3,Yes,0,10,10,15,No difference,No,Pay your friend 10 € for the coupon.,B,10,15,10,15,Yes,3,3,3,No difference,No,"Pay some, but not the full amount for the coupon (for example, half the price).",5,Exactly 102 €,Less than today,I do not know,I do not know,,,,,,,,,
2022-09-19 16:53:13,2022-09-19 16:59:25,IP Address,33,371,False,2022-09-26 16:59:30,R_1rky7HIpmtsH0cs,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,No difference,5,8,10,15,Yes,2,4,3,No difference,No,Pay your friend 10 € for the coupon.,4,,,,,,,,,,,,,r
2022-09-19 05:45:56,2022-09-19 17:18:58,IP Address,81,41582,False,2022-09-26 17:19:00,R_2VI6NtZ5fMMo9km,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,10,5,10,5,3,"Strongly agree
1","Strongly agree
1",Yes,5,7,5,10,A,No,Consider it a gift and not pay for the coupon.,B,0,5,5,10,No,2,3,3,B,No,Pay your friend 10 € for the coupon.,5,More than 102 €,Less than today,I do not know,There is no relationship,Very serious,,,,,,,,
2022-09-19 17:18:47,2022-09-19 17:19:51,IP Address,11,64,False,2022-09-26 17:19:53,R_2yeCCxRvBXQDr4W,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19 17:05:27,2022-09-19 17:24:54,IP Address,81,1167,False,2022-09-26 17:24:55,R_23dc9HRYMQwmvCi,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,10,10,15,10,"Strongly agree
1","Strongly agree
1","Strongly disagree
5",Yes,5,10,5,10,A,Yes,Consider it a gift and not pay for the coupon.,A,10,15,10,15,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly disagree

5
",A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",5,More than 102 €,I do not know,False,There is no relationship,Moderately serious,,,,,,,,
2022-09-19 19:01:28,2022-09-19 19:02:31,IP Address,11,62,False,2022-09-26 19:02:35,R_3Pz42CwYByKtilQ,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-20 01:50:14,2022-09-20 01:50:35,IP Address,8,20,False,2022-09-27 01:50:37,R_uxmz7ijB0jhEQQF,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r
2022-09-20 02:01:54,2022-09-20 02:02:53,IP Address,8,58,False,2022-09-27 02:02:56,R_1GHOtxNZ1TKOlD7,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20 02:07:19,2022-09-20 02:10:25,IP Address,33,186,False,2022-09-27 02:10:26,R_2uICLNkFwdUeiu6,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,25,0,10,0,"Strongly agree
1",3,3,Yes,,,,,,,,,,,,,,,,,A,No,Consider it a gift and not pay for the coupon.,,,,,,,,,,,,,,r
2022-09-20 02:13:17,2022-09-20 02:28:38,IP Address,22,920,False,2022-09-27 02:28:40,R_3DcPdWFHzvcvBUl,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,B,Yes,Consider it a gift and not pay for the coupon.,2,,,,,,,,,,,,,r
2022-09-20 02:34:34,2022-09-20 02:56:12,IP Address,50,1297,False,2022-09-27 02:56:16,R_3D0Kbj6rQCxbe8r,anonymous,EN,0.8999999761581421,I agree to participate in the research,A,5,5,5,9,2.5,"Strongly agree
1","Strongly disagree
5",2,No,,,,,,,,B,5,5,10,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,15,,,,,,,,,,,,,r
2022-09-20 04:50:02,2022-09-20 05:28:19,IP Address,78,2296,False,2022-09-27 05:28:24,R_1hA2hDOk3568338,anonymous,PT,1,I agree to participate in the research,A,5,10,5,20,6,"Strongly agree
1","Strongly disagree
5",4,Yes,5,10,5,20,A,No,Consider it a gift and not pay for the coupon.,B,10,15,10,20,Yes,"Strongly agree

1
","Strongly disagree

5
",4,B,No,Pay your friend 10 € for the coupon.,2,Exactly 102 €,Exactly the same as today,I do not know,I do not know,,,,,,,,,
2022-09-20 05:56:19,2022-09-20 05:57:15,IP Address,3,56,False,2022-09-27 05:57:40,R_27mnq8RkuwkAJpf,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a
2022-09-20 10:27:49,2022-09-20 10:28:12,IP Address,8,23,False,2022-09-27 10:28:13,R_3qfjkSVlWDjopCM,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a
2022-09-20 10:40:28,2022-09-20 10:44:15,IP Address,39,227,False,2022-09-27 10:44:16,R_32PGegxjRANtDrc,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,0,10,3,2,2,2,Yes,,,,,,,,B,5,5,5,10,Yes,4,2,"Strongly agree

1
",,,,,,,,,,,,,,,,,5
2022-09-20 10:44:09,2022-09-20 10:44:44,IP Address,6,34,False,2022-09-27 10:44:50,R_piMVDJjq1VGMt7r,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2022-09-20 10:47:11,2022-09-20 10:48:34,IP Address,11,82,False,2022-09-27 10:48:36,R_2rjyAotGWNTqyjK,anonymous,PT,1,I agree to participate in the research,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2022-09-20 10:40:20,2022-09-20 11:20:48,IP Address,50,2427,False,2022-09-27 11:20:49,R_qwI5f2LDnUmXo1r,anonymous,PT,1,I agree to participate in the research,A,5,7,5,15,3,3,3,2,No,,,,,,,,B,5,7,5,15,No,3,3,2,B,Yes,Pay your friend 10 € for the coupon.,3,,,,,,,,,,,,,5
2022-09-20 11:26:49,2022-09-20 11:28:55,IP Address,19,125,False,2022-09-27 11:28:57,R_1plgUaQMXyoEMXi,anonymous,PT,0.800000011920929,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,5,5,10,10,No,,,,,,,,,,,,,,,,,,,,5
2022-09-20 15:53:28,2022-09-20 15:59:48,IP Address,36,379,False,2022-09-27 15:59:53,R_9Ghj7XK5T60oryp,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,10,10,5,3,"Strongly agree
1",3,Yes,,,,,,,,,,,,,,,,,A,No,Consider it a gift and not pay for the coupon.,5,,,,,,,,,,,,,
2022-09-21 02:04:20,2022-09-21 02:11:54,IP Address,78,454,False,2022-09-28 02:12:01,R_1FFfo1bqTIbn5jM,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,10,10,20,5,"Strongly agree
1","Strongly disagree
5",3,Yes,0,10,5,20,No difference,No,Consider it a gift and not pay for the coupon.,B,5,10,10,20,Yes,"Strongly agree

1
","Strongly disagree

5
",3,B,No,Consider it a gift and not pay for the coupon.,2.50,I do not know,I do not know,I do not know,I do not know,,,,,,,,,
2022-09-21 02:51:33,2022-09-21 02:55:51,IP Address,53,257,False,2022-09-28 02:55:55,R_dgkuKA92WDBEnLj,anonymous,PT,1,I agree to participate in the research,A,5,5,5,10,10,"Strongly agree
1","Strongly disagree
5",2,Yes,5,5,5,10,A,No,Pay your friend 10 € for the coupon.,A,5,5,5,10,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",,,,,,,,,,,,,,,,,a
2022-09-21 05:58:44,2022-09-21 06:03:59,IP Address,36,314,False,2022-09-28 06:04:00,R_2VmvF0ehjussPTB,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,5,10,5,15,No difference,No,Consider it a gift and not pay for the coupon.,B,10,15,10,20,No,3,2,2,,,,,,,,,,,,,,,,,5
2022-09-21 06:22:58,2022-09-21 06:24:57,IP Address,11,118,False,2022-09-28 06:24:57,R_3dEqrDRtJq4Jmje,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,5
2022-09-21 06:29:24,2022-09-21 06:30:51,IP Address,19,87,False,2022-09-28 06:33:51,R_1r9fhhXB0f30fS7,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,5,7,5,10,No,,,,,,,,,,,,,,,,,,,,
2022-09-21 06:34:52,2022-09-21 06:51:42,IP Address,58,1009,False,2022-09-28 06:53:32,R_aV1wiLydIC8guSR,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,10,10,,,,,0,5,0,10,A,Yes,Pay your friend 10 € for the coupon.,B,0,5,0,10,No,4,2,4,B,Yes,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,5
2022-09-28 08:12:35,2022-09-28 08:23:28,IP Address,100,653,True,2022-09-28 08:23:29,R_2dgTKqaWxUQbA2R,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,7,5,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,7,5,10,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",No difference,10,10,10,10,Yes,3,2,"Strongly agree

1
",No difference,Yes,Pay your friend 10 € for the coupon.,4,More than 102 €,Less than today,False,I do not know,Absolutely serious,Female,30,16 500 € – 22 000 €,20,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-21 09:18:24,2022-09-21 09:33:22,IP Address,47,897,False,2022-09-28 09:33:23,R_3MQhOhbPNV5BsGl,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,2.50,0,5,2,2,3,"Strongly disagree
5",Yes,0,2.50,0,5,A,Yes,,,,,,,,,,,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",2,,,,,,,,,,,,,
2022-09-21 09:42:46,2022-09-21 09:46:54,IP Address,28,247,False,2022-09-28 09:46:58,R_rdQdvw4jXDPl9XH,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,5,6,10,15,No,3,4,"Strongly agree

1
",No difference,No,,,,,,,,,,,,,,,9
2022-09-21 10:14:51,2022-09-21 10:20:19,IP Address,47,327,False,2022-09-28 10:20:24,R_3FUQJ4eyPgXIdpn,anonymous,PT,0.800000011920929,I agree to participate in the research,,,,,,,,,,,5,10,5,15,A,Yes,Consider it a gift and not pay for the coupon.,A,5,10,5,15,Yes,4,3,2,A,Yes,Consider it a gift and not pay for the coupon.,2,,,,,,,,,,,,,9
2022-09-21 10:19:59,2022-09-21 10:26:42,IP Address,81,402,False,2022-09-28 10:26:46,R_27DMDAp8OoxKJP9,anonymous,PT,1,I agree to participate in the research,A,5,8,5,10,3,"Strongly agree
1",3,3,Yes,5,8,5,10,A,No,Consider it a gift and not pay for the coupon.,B,5,8,5,10,Yes,"Strongly agree

1
",3,2,B,No,Consider it a gift and not pay for the coupon.,2,Less than 102 €,Less than today,True,There is no relationship,Very serious,,,,,,,,
2022-09-21 11:00:29,2022-09-21 11:08:24,IP Address,67,474,False,2022-09-28 11:08:30,R_tEAH9fF7ZjFNKyB,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,0,10,8,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,No,"Strongly agree

1
",4,3,B,No,Pay your friend 10 € for the coupon.,5,,,,,,,,,,,,,
2022-09-21 11:05:55,2022-09-21 11:10:51,IP Address,25,295,False,2022-09-28 11:10:51,R_12gQXIFgkv01KZK,anonymous,PT,1,I agree to participate in the research,B,,,,,,,,,,3,5,5,10,No difference,No,Pay your friend 10 € for the coupon.,,,,,,,,,,,,,,,,,,,,,,,,,,5
2022-09-21 11:29:36,2022-09-21 11:33:10,IP Address,39,214,False,2022-09-28 11:33:15,R_3oBYZ5o9nn5KJo0,anonymous,PT,1,I agree to participate in the research,"No difference ",5,7,10,15,3,"Strongly disagree
5",3,"Strongly disagree
5",Yes,,,,,,,,B,10,10,10,10,Yes,"Strongly disagree

5
","Strongly disagree

5
",3,,,,,,,,,,,,,,,,,a
2022-09-21 13:28:47,2022-09-21 13:32:43,IP Address,58,236,False,2022-09-28 13:32:49,R_2WT1J1F562zdpk0,anonymous,PT,0.8999999761581421,I agree to participate in the research,B,5,5,5,10,5,,,,,5,5,5,8,B,No,Pay your friend 10 € for the coupon.,B,5,5,5,10,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",B,Yes,Pay your friend 10 € for the coupon.,3,,,,,,,,,,,,,5
2022-09-21 13:46:55,2022-09-21 13:47:19,IP Address,8,24,False,2022-09-28 13:47:20,R_1EQd0Q2WdxFmz85,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2022-09-21 14:13:28,2022-09-21 14:14:15,IP Address,11,46,False,2022-09-28 14:14:19,R_1lbkbEziJpvtymY,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a
2022-09-21 16:03:37,2022-09-21 16:03:47,Spam,8,10,False,2022-09-28 16:03:53,R_w4CfLyoBHP6IhKV,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a
2022-09-22 02:19:44,2022-09-22 03:03:18,IP Address,67,2613,False,2022-09-29 03:03:21,R_2415Sy0lftzwrTc,anonymous,PT,1,I agree to participate in the research,A,5,15,10,20,5,3,3,3,No,5,15,5,10,A,Yes,Pay your friend 10 € for the coupon.,B,5,15,10,20,No,3,3,"Strongly disagree

5
",B,No,Pay your friend 10 € for the coupon.,5,,,,,,,,,,,,,a
2022-09-22 03:00:13,2022-09-22 03:15:07,IP Address,44,894,False,2022-09-29 03:15:34,R_3P4Exce55PENsy2,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,,,,,,,,No difference,10,10,10,10,No,"Strongly disagree

5
",2,3,No difference,Yes,,,,,,,,,,,,,,,a
2022-09-22 04:15:51,2022-09-22 04:18:45,IP Address,19,174,False,2022-09-29 04:18:53,R_U9GMmJDF8kD3vYB,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,A,Yes,Pay your friend 10 € for the coupon.,3,,,,,,,,,,,,,
2022-09-22 06:15:42,2022-09-22 06:15:53,IP Address,3,11,False,2022-09-29 06:15:55,R_1dlUE8knRmocIGa,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 06:50:14,2022-09-22 07:10:33,IP Address,8,1219,False,2022-09-29 07:10:44,R_1pAw8bx476zV3NM,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2022-09-22 08:16:43,2022-09-22 08:20:13,IP Address,25,209,False,2022-09-29 08:20:13,R_3nGZyJpf2pnWmrE,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,4,5,4,5,A,Yes,Pay your friend 10 € for the coupon.,B,,,,,,,,,,,,,,,,,,,,,,,,,9
2022-09-22 08:59:25,2022-09-22 09:11:37,IP Address,50,732,False,2022-09-29 09:11:41,R_2zkUHkLTPDuFWb8,anonymous,PT,1,I agree to participate in the research,A,5,10,5,10,10,2,2,"Strongly agree
1",Yes,5,10,5,10,No difference,No,Pay your friend 10 € for the coupon.,,,,,,,,,,B,No,Pay your friend 10 € for the coupon.,5,,,,,,,,,,,,,5
2022-09-22 11:28:11,2022-09-22 11:31:57,IP Address,67,226,False,2022-09-29 11:32:04,R_1o0Cann8slz9kNJ,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,10,10,10,10,4,"Strongly agree
1","Strongly agree
1","Strongly agree
1",Yes,5,10,5,15,A,Yes,Pay your friend 10 € for the coupon.,B,10,10,10,10,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",A,No,Consider it a gift and not pay for the coupon.,30,,,,,,,,,,,,,
2022-09-22 14:32:25,2022-09-22 14:35:23,IP Address,8,178,False,2022-09-29 14:35:28,R_3m7yKRVtSNcL1Mp,anonymous,PT,0.8999999761581421,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2022-09-22 14:28:26,2022-09-22 14:37:23,IP Address,33,537,False,2022-09-29 14:37:31,R_6tEEVdXRGM372Df,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,5,10,5,20,No difference,Yes,,No difference,10,20,10,20,No,"Strongly agree

1
","Strongly agree

1
","Strongly disagree

5
",,,,,,,,,,,,,,,,,
2022-09-22 15:27:20,2022-09-22 15:34:53,IP Address,50,453,False,2022-09-29 15:34:59,R_3G9EKMcZ3mzfhdh,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",5,10,10,15,5,3,"Strongly agree
1","Strongly agree
1",No,,,,,,,,B,10,15,10,20,No,3,"Strongly agree

1
",2,A,No,Consider it a gift and not pay for the coupon.,2,,,,,,,,,,,,,a
2022-09-23 01:31:17,2022-09-23 01:32:07,IP Address,8,49,False,2022-09-30 01:37:46,R_8oYL2uhIoiibBL3,anonymous,PT,1,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
2022-09-23 02:39:02,2022-09-23 02:45:30,IP Address,42,388,False,2022-09-30 02:45:32,R_D7vK6tIhp9fR8Hf,anonymous,PT,0.8999999761581421,I agree to participate in the research,B,0,5,0,10,2,3,2,4,Yes,0,5,0,10,A,Yes,Consider it a gift and not pay for the coupon.,B,,,,,,,,,,,,,,,,,,,,,,,,,a
2022-09-23 03:11:37,2022-09-23 03:16:14,IP Address,39,277,False,2022-09-30 03:16:19,R_2qqIlUvsKwfoodq,anonymous,PT,1,I agree to participate in the research,A,5,5,5,10,3,3,3,"Strongly disagree
5",Yes,,,,,,,,B,5,5,5,8,Yes,3,3,"Strongly disagree

5
",,,,,,,,,,,,,,,,,5
2022-09-23 03:50:00,2022-09-23 04:08:37,IP Address,67,1116,False,2022-09-30 04:08:44,R_Os6hEfJhamisIhP,anonymous,PT,1,I agree to participate in the research,A,2.5,5,2.5,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,5,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",A,5,10,10,10,Yes,2,"Strongly disagree

5
",2,B,No,Pay your friend 10 € for the coupon.,2,,,,,,,,,,,,,a
