StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2_1,Gym2_2,Gym2_3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing
2022-10-16 00:49:58,2022-10-16 00:59:13,IP Address,100,554,True,2022-10-16 00:59:13,R_22PktVjpQC2FmuZ,anonymous,ZH-S,I agree to participate in the research,A,20,30,30,50,20,"Strongly disagree

5
","Strongly agree

1
",3,Yes,30,40,25,35,B,Yes,Consider it a gift and not pay for the coupon.,B,30,50,20,60,No,"Strongly disagree

5
",2,4,B,Yes,Consider it a gift and not pay for the coupon.,50,Less than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,32,￥15000 - ￥22000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:52:17,2022-10-16 01:01:12,IP Address,100,534,True,2022-10-16 01:01:12,R_2a8BleTD5VaEkjQ,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,20,"Strongly disagree

5
",2,3,Yes,10,20,20,20,A,Yes,Pay your friend ￥20 for the coupon.,B,10,20,20,20,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",B,No,Pay your friend ￥20 for the coupon.,20,I do not know,Less than today,True,They collapse,Absolutely serious,Female,25,Less than ￥15000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:54:58,2022-10-16 01:01:36,IP Address,100,397,True,2022-10-16 01:01:36,R_2Cs9zOzAILLAMp6,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,30,10,3,2,"Strongly agree

1
",Yes,10,20,20,30,A,Yes,Pay your friend ￥20 for the coupon.,B,10,20,20,30,Yes,"Strongly agree

1
",2,4,A,Yes,Consider it a gift and not pay for the coupon.,10,Exactly ￥1020,I do not know,True,They remain unchanged,Absolutely serious,Female,24,￥22000 - ￥30000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:55:46,2022-10-16 01:02:53,IP Address,100,426,True,2022-10-16 01:02:53,R_3q97SVtdhwZO9w9,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,15,20,25,20,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,10,15,20,25,No difference,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",No difference,10,15,20,25,No,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",20,Exactly ￥1020,More than today,True,They remain unchanged,Absolutely serious,Male,28,￥37500 - ￥45000,14,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:55:43,2022-10-16 01:03:26,IP Address,100,463,True,2022-10-16 01:03:26,R_wWTkJjMu0oFDdoB,anonymous,ZH-S,I agree to participate in the research,B,10,10.1,20,20.1,5,3,2,4,Yes,10,10.1,20,20.1,A,Yes,Consider it a gift and not pay for the coupon.,A,10,10.1,20,20.1,Yes,4,2,2,B,Yes,Consider it a gift and not pay for the coupon.,10,More than ￥1020,More than today,True,They remain unchanged,Absolutely serious,Female,36,Less than ￥15000,20,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:51:43,2022-10-16 01:04:20,IP Address,100,757,True,2022-10-16 01:04:21,R_1E6jDqT9xqJHzN7,anonymous,ZH-S,I agree to participate in the research,A,10,12,20,22,5,"Strongly agree

1
","Strongly disagree

5
",3,Yes,10,15,20,15,A,No,Pay your friend ￥20 for the coupon.,B,10,20,20,25,Yes,"Strongly agree

1
","Strongly disagree

5
",3,B,No,Pay your friend ￥20 for the coupon.,5,Less than ￥1020,Less than today,False,They collapse,Absolutely serious,Male,24,Less than ￥15000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 00:39:39,2022-10-16 01:16:46,IP Address,100,2226,True,2022-10-16 01:16:47,R_1jSVKDLN0mMcw6K,anonymous,ZH-S,I agree to participate in the research,A,15,26,25,30,25,4,4,4,Yes,25,36,41,42,A,Yes,Consider it a gift and not pay for the coupon.,A,5,10,15,25,Yes,"Strongly agree

1
",3,2,A,Yes,Pay your friend ￥20 for the coupon.,25,Exactly ￥1020,Exactly the same as today,True,They collapse,Absolutely serious,Female,23,￥15000 - ￥22000,14,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:04:45,2022-10-16 01:24:21,IP Address,100,1175,True,2022-10-16 01:24:22,R_PGSztoKGdDDyu9r,anonymous,ZH-S,I agree to participate in the research,B,14,20,23,28,30,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",Yes,14,18,25,30,B,Yes,Consider it a gift and not pay for the coupon.,A,15,18,24,28,Yes,4,4,"Strongly disagree

5
",A,Yes,Pay your friend ￥20 for the coupon.,20,Exactly ￥1020,Less than today,True,They remain unchanged,Absolutely serious,Male,33,More than ￥45000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:20:55,2022-10-16 01:30:31,IP Address,100,576,True,2022-10-16 01:30:32,R_3FPbx5A4DGxpDtf,anonymous,ZH-S,I agree to participate in the research,A,10,30,20,40,50,2,3,3,Yes,10,20,20,30,No difference,Yes,Consider it a gift and not pay for the coupon.,A,15,20,20,30,Yes,2,3,4,A,Yes,Pay your friend ￥20 for the coupon.,60,Exactly ￥1020,More than today,True,They remain unchanged,Absolutely serious,Female,32,￥22000 - ￥30000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:31:10,2022-10-16 01:37:42,IP Address,100,392,True,2022-10-16 01:37:44,R_3j3elWlDeV4MfKT,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,30,30,2,3,3,Yes,20,30,20,30,B,Yes,Pay your friend ￥20 for the coupon.,No difference,20,30,20,30,Yes,3,2,3,A,Yes,Consider it a gift and not pay for the coupon.,20,Exactly ￥1020,Exactly the same as today,True,They collapse,Absolutely serious,Female,33,￥30000 - ￥37500,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-22 13:37:54,2022-10-09 01:40:29,IP Address,77,1425755,False,2022-10-16 01:40:34,R_1fj8oF1AdZeag8p,anonymous,ZH-S,I agree to participate in the research,B,12,12,12,12,12,2,3,3,Yes,12,12,12,12,B,Yes,Consider it a gift and not pay for the coupon.,A,12,12,12,12,Yes,3,3,3,A,No,Consider it a gift and not pay for the coupon.,12,Exactly ￥1020,More than today,False,There is no relationship,,,,,,,,
2022-10-16 01:29:08,2022-10-16 01:42:13,IP Address,100,784,True,2022-10-16 01:42:14,R_2CVvkrCO2vMGQt1,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,40,100,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",Yes,10,25,20,45,A,Yes,Pay your friend ￥20 for the coupon.,B,10,30,20,45,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,10,I do not know,More than today,I do not know,I do not know,Absolutely serious,Female,35,￥15000 - ￥22000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:39:37,2022-10-16 01:44:39,IP Address,100,302,True,2022-10-16 01:44:41,R_1FQVOYu93v5DcGx,anonymous,ZH-S,I agree to participate in the research,B,10,10,20,20,20,2,3,3,Yes,10,10,20,20,B,Yes,Consider it a gift and not pay for the coupon.,A,10,10,10,10,Yes,"Strongly agree

1
","Strongly agree

1
",4,A,Yes,Pay your friend ￥20 for the coupon.,20,Exactly ￥1020,More than today,False,They remain unchanged,Very serious,Female,33,￥15000 - ￥22000,18,China,Chinese,"I do NOT allow you to use the responses I provided in this study, and I want them to be deleted."
2022-10-16 01:37:52,2022-10-16 01:46:09,IP Address,100,497,True,2022-10-16 01:46:10,R_308epfJiVibmrkt,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,20,"Strongly agree

1
",3,4,Yes,10,10,20,20,A,Yes,Consider it a gift and not pay for the coupon.,A,0,10,0,20,Yes,2,4,3,A,Yes,Consider it a gift and not pay for the coupon.,20,Exactly ￥1020,Exactly the same as today,True,They collapse,Very serious,Female,35,￥22000 - ￥30000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:43:17,2022-10-16 01:53:23,IP Address,100,606,True,2022-10-16 01:53:24,R_2VqehzHk9AoTbHW,anonymous,ZH-S,I agree to participate in the research,B,10,15,20,30,20,4,4,3,Yes,5,8,5,8,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,5,8,8,Yes,3,3,3,B,Yes,Consider it a gift and not pay for the coupon.,50,Less than ￥1020,Less than today,False,They remain unchanged,Absolutely serious,Female,28,￥15000 - ￥22000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:51:50,2022-10-16 01:57:06,IP Address,100,315,True,2022-10-16 01:57:06,R_3kvx2suqrJJEhOn,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,100,10,100,50,4,"Strongly agree

1
",4,Yes,10,100,20,100,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,100,20,100,Yes,4,2,3,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",30,Exactly ￥1020,Less than today,False,There is no relationship,Absolutely serious,Male,24,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:52:07,2022-10-16 01:58:36,IP Address,100,388,True,2022-10-16 01:58:36,R_2bs44ZaPsG7TscN,anonymous,ZH-S,I agree to participate in the research,A,0,12,20,25,5,4,2,2,Yes,0,12,20,25,B,Yes,Pay your friend ￥20 for the coupon.,B,20,22,20,25,Yes,3,2,3,B,Yes,Pay your friend ￥20 for the coupon.,5,Exactly ￥1020,More than today,True,They remain unchanged,Absolutely serious,Female,28,￥30000 - ￥37500,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:58:00,2022-10-16 02:01:46,IP Address,100,225,True,2022-10-16 02:01:47,R_2pWzQ8q3RIVuZZO,anonymous,ZH-S,I agree to participate in the research,B,10,100,20,100,35,2,2,4,Yes,10,100,10,100,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",No difference,10,50,20,100,Yes,2,2,4,B,Yes,Consider it a gift and not pay for the coupon.,40,More than ￥1020,Less than today,False,I do not know,Absolutely serious,Male,25,￥37500 - ￥45000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:57:41,2022-10-16 02:02:19,IP Address,100,278,True,2022-10-16 02:02:19,R_2RVWj01yGQwbq8D,anonymous,ZH-S,I agree to participate in the research,A,8,10,15,20,50,4,4,3,Yes,5,10,15,20,A,Yes,Pay your friend ￥20 for the coupon.,A,5,10,18,28,Yes,"Strongly disagree

5
",4,3,A,Yes,Pay your friend ￥20 for the coupon.,100,Exactly ￥1020,Exactly the same as today,True,They remain unchanged,Absolutely serious,Female,30,￥15000 - ￥22000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:58:36,2022-10-16 02:04:44,IP Address,100,368,True,2022-10-16 02:04:45,R_3PAmKdDZTG5geUI,anonymous,ZH-S,I agree to participate in the research,A,8,10,15,20,50,"Strongly disagree

5
",4,3,Yes,5,10,15,20,A,Yes,Consider it a gift and not pay for the coupon.,B,8,10,15,20,Yes,"Strongly disagree

5
",3,3,A,Yes,Pay your friend ￥20 for the coupon.,100,Exactly ￥1020,Exactly the same as today,False,They remain unchanged,Absolutely serious,Female,30,￥22000 - ￥30000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 01:59:24,2022-10-16 02:07:42,IP Address,100,497,True,2022-10-16 02:07:42,R_324QaXqj8VxvvW6,anonymous,ZH-S,I agree to participate in the research,A,0,8,0,8,10,3,4,3,Yes,0,8,0,8,A,Yes,Pay your friend ￥20 for the coupon.,A,0,8,0,15,Yes,2,3,3,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",20,Less than ￥1020,Exactly the same as today,True,They collapse,Absolutely serious,Female,30,￥15000 - ￥22000,20,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 02:04:56,2022-10-16 02:08:57,IP Address,100,240,True,2022-10-16 02:08:57,R_b12SGCww9k10GBj,anonymous,ZH-S,I agree to participate in the research,A,0,8,0,8,10,3,4,3,Yes,0,8,0,8,A,Yes,Pay your friend ￥20 for the coupon.,A,0,8,0,8,Yes,3,3,3,A,Yes,Pay your friend ￥20 for the coupon.,10,Exactly ￥1020,Exactly the same as today,False,I do not know,Absolutely serious,Male,35,￥15000 - ￥22000,20,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-16 02:05:58,2022-10-16 02:21:48,IP Address,100,950,True,2022-10-16 02:21:50,R_OfXU6u4NteLtVn3,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,10,10,10,100,3,"Strongly disagree

5
","Strongly disagree

5
",Yes,10,10,10,10,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,10,10,10,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",A,Yes,Pay your friend ￥20 for the coupon.,100,I do not know,I do not know,I do not know,I do not know,Absolutely serious,Male,34,￥15000 - ￥22000,6,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-09 02:22:35,2022-10-09 02:22:47,IP Address,6,11,False,2022-10-16 02:22:49,R_w5A9oXI1WNVFlBf,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 02:23:56,2022-10-09 02:24:30,IP Address,9,34,False,2022-10-16 02:24:33,R_2q9viPUo45FS0Sd,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 02:23:35,2022-10-09 02:25:00,IP Address,17,84,False,2022-10-16 02:25:02,R_2PchNsjhWbYetwI,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Yes,Consider it a gift and not pay for the coupon.,20,,,,,,,,,,,,
2022-10-09 02:23:47,2022-10-09 02:25:28,IP Address,9,101,False,2022-10-16 02:25:29,R_3R8VADmu8fWvwVh,anonymous,ZH-S,I agree to participate in the research,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 02:24:14,2022-10-09 02:25:31,IP Address,9,76,False,2022-10-16 02:25:32,R_2wso0rIOYKRwnR2,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 02:23:58,2022-10-09 02:26:39,IP Address,20,161,False,2022-10-16 02:26:45,R_2UgRoHSWNixQ1r8,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,A,15,25,20,25,Yes,2,4,2,,,,,,,,,,,,,,,,
2022-10-09 02:26:23,2022-10-09 02:26:43,IP Address,6,19,False,2022-10-16 02:26:52,R_eRrKxTRKNq6qlnb,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 02:23:19,2022-10-09 02:28:22,IP Address,34,303,False,2022-10-16 02:28:26,R_7Ql3EDrsaPZTAA1,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,20,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",,,,,,,,,B,10,20,10,20,No,3,4,"Strongly agree

1
",,,,,,,,,,,,,,,,
2022-10-09 02:30:26,2022-10-09 02:30:42,Spam,3,15,False,2022-10-16 02:30:43,R_2zBEG6WtTMcPF36,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 02:29:58,2022-10-09 02:30:40,IP Address,6,41,False,2022-10-16 02:30:44,R_1IS4OvunfT4GdeK,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 02:30:39,2022-10-09 02:30:51,IP Address,6,12,False,2022-10-16 02:30:56,R_qx3UJqgeNIcAfst,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 02:24:54,2022-10-09 02:31:05,IP Address,46,370,False,2022-10-16 02:31:06,R_3nUzgldOfhEEhyO,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,10,,,,,0,10,0,20,B,Yes,Pay your friend ￥20 for the coupon.,A,0,20,0,40,No,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",,,,,,,,,,,,,,,,
2022-10-09 02:22:34,2022-10-09 02:31:15,IP Address,60,520,False,2022-10-16 02:31:17,R_1Lqvzw9scFokaf0,anonymous,ZH-S,I agree to participate in the research,A,8,10,20,20,5,"Strongly disagree

5
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,15,20,30,A,Yes,,B,10,20,20,30,Yes,"Strongly disagree

5
","Strongly disagree

5
","Strongly disagree

5
",A,Yes,Consider it a gift and not pay for the coupon.,5,,,,,,,,,,,,
2022-10-16 02:02:34,2022-10-16 02:31:32,IP Address,100,1737,True,2022-10-16 02:31:33,R_2S3xsnUSaoIA5Pt,anonymous,ZH-S,I agree to participate in the research,B,10,10,10,20,5,3,3,2,No,10,15,20,20,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,20,20,10,Yes,3,3,4,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",50,I do not know,I do not know,False,There is no relationship,Absolutely serious,Female,29,Less than ￥15000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-09 02:31:21,2022-10-09 02:31:53,IP Address,9,31,False,2022-10-16 02:31:54,R_6opr7P9Mk6EbI1H,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16 02:24:19,2022-10-16 02:32:06,IP Address,100,466,True,2022-10-16 02:32:06,R_1JRscPLKCSOVIMO,anonymous,ZH-S,I agree to participate in the research,A,0,20,10,40,50,2,4,"Strongly agree

1
",Yes,10,20,20,40,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,20,20,40,Yes,"Strongly agree

1
",4,2,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",20,I do not know,I do not know,True,They remain unchanged,Absolutely serious,Male,28,￥15000 - ￥22000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-09 02:30:28,2022-10-09 02:32:20,IP Address,37,111,False,2022-10-16 02:32:29,R_Zskaij0ydM6ofPb,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,20,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",No,,,,,,,,B,10,20,20,20,No,3,4,"Strongly agree

1
",,,,,,,,,,,,,,,,
2022-10-09 02:33:52,2022-10-09 02:34:12,IP Address,9,20,False,2022-10-16 02:34:13,R_2CHrO9zvqXA1bAg,anonymous,ZH-S,I agree to participate in the research,"No difference ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-09 02:30:14,2022-10-09 02:34:19,IP Address,23,244,False,2022-10-16 02:34:21,R_1r8KH1HTIFUsfcs,anonymous,ZH-S,I agree to participate in the research,"No difference ",,,,,,,,,,0,10,0,20,No difference,Yes,Consider it a gift and not pay for the coupon.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16 02:28:24,2022-10-16 02:34:53,IP Address,100,389,True,2022-10-16 02:34:54,R_1N2BYoGqVaSJ2c5,anonymous,ZH-S,I agree to participate in the research,A,10,11,20,21,20,"Strongly agree

1
","Strongly agree

1
",4,Yes,10,11,20,21,B,Yes,Pay your friend ￥20 for the coupon.,B,10,11,20,21,Yes,3,2,3,A,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,More than today,True,They collapse,Absolutely serious,Male,18,Less than ￥15000,17,China,Chinese,I allow you to use the responses I provided in this study.
